no	symbol	r	g	b	formationAge_ja	formationAge_en	group_ja	group_en	lithology_ja	lithology_en	type
1357	Pg2-N121_mscps_lb	240	215	0	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	砂質片岩 低P/T型広域変成岩　黒雲母帯	psammitic schist biotite zone of low P/T regional metamorphic rocks	6
1358	K2-Pg12_mscps_lb	241	215	0	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	砂質片岩 低P/T型広域変成岩　黒雲母帯	psammitic schist biotite zone of low P/T regional metamorphic rocks	6
1359	K12_mscps_lb	242	215	0	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	砂質片岩 低P/T型広域変成岩　黒雲母帯	psammitic schist biotite zone of low P/T regional metamorphic rocks	6
1360	Tr1-32_mscps_lb	243	215	0	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	砂質片岩 低P/T型広域変成岩　黒雲母帯	psammitic schist biotite zone of low P/T regional metamorphic rocks	6
1361	Pg2-N121_mscpe_lb	255	121	43	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	泥質片岩 低P/T型広域変成岩　黒雲母帯	pelitic schist biotite zone of low P/T regional metamorphic rocks	6
1362	K2-Pg12_mscpe_lb	203	127	0	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	泥質片岩 低P/T型広域変成岩　黒雲母帯	pelitic schist biotite zone of low P/T regional metamorphic rocks	6
1363	K12_mscpe_lb	203	127	20	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	泥質片岩 低P/T型広域変成岩　黒雲母帯	pelitic schist biotite zone of low P/T regional metamorphic rocks	6
1364	Tr1-32_mscpe_lb	182	156	10	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	泥質片岩 低P/T型広域変成岩　黒雲母帯	pelitic schist biotite zone of low P/T regional metamorphic rocks	6
1365	Pg2-N121_mscsi_lb	226	72	9	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	珪質片岩 低P/T型広域変成岩　黒雲母帯	siliceous schist biotite zone of low P/T regional metamorphic rocks	6
1366	K2-Pg12_mscsi_lb	226	72	10	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片岩 低P/T型広域変成岩　黒雲母帯	siliceous schist biotite zone of low P/T regional metamorphic rocks	6
1367	K12_mscsi_lb	226	72	11	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	珪質片岩 低P/T型広域変成岩　黒雲母帯	siliceous schist biotite zone of low P/T regional metamorphic rocks	6
1368	Tr1-32_mscsi_lb	226	72	12	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	珪質片岩 低P/T型広域変成岩　黒雲母帯	siliceous schist biotite zone of low P/T regional metamorphic rocks	6
1369	Pg2-N121_mscca_lb	37	29	225	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	石灰質片岩 低P/T型広域変成岩　黒雲母帯	calcareous schist biotite zone of low P/T regional metamorphic rocks	6
1370	K2-Pg12_mscca_lb	38	29	225	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	石灰質片岩 低P/T型広域変成岩　黒雲母帯	calcareous schist biotite zone of low P/T regional metamorphic rocks	6
1371	K12_mscca_lb	39	29	225	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	石灰質片岩 低P/T型広域変成岩　黒雲母帯	calcareous schist biotite zone of low P/T regional metamorphic rocks	6
1372	Tr1-32_mscca_lb	40	29	225	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	石灰質片岩 低P/T型広域変成岩　黒雲母帯	calcareous schist biotite zone of low P/T regional metamorphic rocks	6
1373	Pg2-N121_mscma_lb	117	0	11	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	苦鉄質片岩 低P/T型広域変成岩　黒雲母帯	mafic schist biotite zone of low P/T regional metamorphic rocks	6
1374	K2-Pg12_mscma_lb	117	0	12	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片岩 低P/T型広域変成岩　黒雲母帯	mafic schist biotite zone of low P/T regional metamorphic rocks	6
1375	K12_mscma_lb	117	0	13	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	苦鉄質片岩 低P/T型広域変成岩　黒雲母帯	mafic schist biotite zone of low P/T regional metamorphic rocks	6
1376	Tr1-32_mscma_lb	117	0	14	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	苦鉄質片岩 低P/T型広域変成岩　黒雲母帯	mafic schist biotite zone of low P/T regional metamorphic rocks	6
1377	Pg2-N121_mscfe_lb	226	72	26	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	珪長質片岩 低P/T型広域変成岩　黒雲母帯	felsic schist biotite zone of low P/T regional metamorphic rocks	6
1378	K2-Pg12_mscfe_lb	226	72	27	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪長質片岩 低P/T型広域変成岩　黒雲母帯	felsic schist biotite zone of low P/T regional metamorphic rocks	6
1379	K12_mscfe_lb	226	72	28	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	珪長質片岩 低P/T型広域変成岩　黒雲母帯	felsic schist biotite zone of low P/T regional metamorphic rocks	6
1380	Tr1-32_mscfe_lb	226	72	29	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	珪長質片岩 低P/T型広域変成岩　黒雲母帯	felsic schist biotite zone of low P/T regional metamorphic rocks	6
1381	Pg2-N121_msama_lb	117	0	28	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	苦鉄質片岩・苦鉄質グラノフェルス・角閃岩 低P/T型広域変成岩　黒雲母帯	mafic schist and granofels & amphibolite biotite zone of low P/T regional metamorphic rocks	6
1382	K2-Pg12_msama_lb	117	0	29	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片岩・苦鉄質グラノフェルス・角閃岩 低P/T型広域変成岩　黒雲母帯	mafic schist and granofels & amphibolite biotite zone of low P/T regional metamorphic rocks	6
1383	K12_msama_lb	117	0	30	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	苦鉄質片岩・苦鉄質グラノフェルス・角閃岩 低P/T型広域変成岩　黒雲母帯	mafic schist and granofels & amphibolite biotite zone of low P/T regional metamorphic rocks	6
1384	Tr1-32_msama_lb	117	0	31	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	苦鉄質片岩・苦鉄質グラノフェルス・角閃岩 低P/T型広域変成岩　黒雲母帯	mafic schist and granofels & amphibolite biotite zone of low P/T regional metamorphic rocks	6
1385	Pg2-N121_msgca_lb	55	29	225	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　黒雲母帯	calcareous gneiss & schist biotite zone of low P/T regional metamorphic rocks	6
1386	K2-Pg12_msgca_lb	56	29	225	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　黒雲母帯	calcareous gneiss & schist biotite zone of low P/T regional metamorphic rocks	6
1387	K12_msgca_lb	57	29	225	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　黒雲母帯	calcareous gneiss & schist biotite zone of low P/T regional metamorphic rocks	6
1388	Tr1-32_msgca_lb	58	29	225	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　黒雲母帯	calcareous gneiss & schist biotite zone of low P/T regional metamorphic rocks	6
1389	Pg2-N121_mmypn_lb	253	119	41	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	泥質片麻岩起源マイロナイト 低P/T型広域変成岩　黒雲母帯	pelitic gneiss mylonite biotite zone of low P/T regional metamorphic rocks	6
1390	K2-Pg12_mmypn_lb	205	129	2	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	泥質片麻岩起源マイロナイト 低P/T型広域変成岩　黒雲母帯	pelitic gneiss mylonite biotite zone of low P/T regional metamorphic rocks	6
1391	K12_mmypn_lb	205	129	22	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	泥質片麻岩起源マイロナイト 低P/T型広域変成岩　黒雲母帯	pelitic gneiss mylonite biotite zone of low P/T regional metamorphic rocks	6
1392	Tr1-32_mmypn_lb	122	119	3	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	泥質片麻岩起源マイロナイト 低P/T型広域変成岩　黒雲母帯	pelitic gneiss mylonite biotite zone of low P/T regional metamorphic rocks	6
1393	Pg2-N121_mrga_lkc	22	64	108	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	変成斑れい岩 低P/T型広域変成岩　カリ長石菫青石帯	metagabbro Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1394	K2-Pg12_mrga_lkc	23	64	108	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	変成斑れい岩 低P/T型広域変成岩　カリ長石菫青石帯	metagabbro Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1395	K12_mrga_lkc	76	74	118	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	変成斑れい岩 低P/T型広域変成岩　カリ長石菫青石帯	metagabbro Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1396	Tr1-32_mrga_lkc	24	64	108	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	変成斑れい岩 低P/T型広域変成岩　カリ長石菫青石帯	metagabbro Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1397	Pg2-N121_mrpr_lkc	85	0	160	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	変成かんらん岩 低P/T型広域変成岩　カリ長石菫青石帯	metaperidotite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1398	K2-Pg12_mrpr_lkc	86	0	160	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	変成かんらん岩 低P/T型広域変成岩　カリ長石菫青石帯	metaperidotite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1399	K12_mrpr_lkc	153	0	160	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	変成かんらん岩 低P/T型広域変成岩　カリ長石菫青石帯	metaperidotite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1400	Tr1-32_mrpr_lkc	87	0	160	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	変成かんらん岩 低P/T型広域変成岩　カリ長石菫青石帯	metaperidotite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1401	Pg2-N121_msp_lkc	84	22	182	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	蛇紋岩  低P/T型広域変成岩　カリ長石菫青石帯	serpentinite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1402	K2-Pg12_msp_lkc	85	23	183	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	蛇紋岩  低P/T型広域変成岩　カリ長石菫青石帯	serpentinite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1403	K12_msp_lkc	156	0	160	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	蛇紋岩  低P/T型広域変成岩　カリ長石菫青石帯	serpentinite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1404	Tr1-32_msp_lkc	86	24	184	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	蛇紋岩  低P/T型広域変成岩　カリ長石菫青石帯	serpentinite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1405	Pg2-N121_msccg_lkc	150	101	20	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	礫質片岩 低P/T型広域変成岩　カリ長石菫青石帯	conglomerate schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1406	K2-Pg12_msccg_lkc	151	101	20	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	礫質片岩 低P/T型広域変成岩　カリ長石菫青石帯	conglomerate schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1407	K12_msccg_lkc	175	101	20	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	礫質片岩 低P/T型広域変成岩　カリ長石菫青石帯	conglomerate schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1408	Tr1-32_msccg_lkc	152	101	20	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	礫質片岩 低P/T型広域変成岩　カリ長石菫青石帯	conglomerate schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1409	Pg2-N121_mscps_lkc	244	215	0	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	砂質片岩 低P/T型広域変成岩　カリ長石菫青石帯	psammitic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1410	K2-Pg12_mscps_lkc	245	215	0	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	砂質片岩 低P/T型広域変成岩　カリ長石菫青石帯	psammitic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1411	K12_mscps_lkc	255	255	5	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	砂質片岩 低P/T型広域変成岩　カリ長石菫青石帯	psammitic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1412	Tr1-32_mscps_lkc	246	215	0	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	砂質片岩 低P/T型広域変成岩　カリ長石菫青石帯	psammitic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1413	Pg2-N121_mscpe_lkc	251	82	47	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	泥質片岩 低P/T型広域変成岩　カリ長石菫青石帯	pelitic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1414	K2-Pg12_mscpe_lkc	209	106	4	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	泥質片岩 低P/T型広域変成岩　カリ長石菫青石帯	pelitic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1415	K12_mscpe_lkc	205	102	20	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	泥質片岩 低P/T型広域変成岩　カリ長石菫青石帯	pelitic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1416	Tr1-32_mscpe_lkc	177	129	4	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	泥質片岩 低P/T型広域変成岩　カリ長石菫青石帯	pelitic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1417	Pg2-N121_mscsi_lkc	226	72	13	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	珪質片岩 低P/T型広域変成岩　カリ長石菫青石帯	siliceous schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1418	K2-Pg12_mscsi_lkc	226	72	14	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片岩 低P/T型広域変成岩　カリ長石菫青石帯	siliceous schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1419	K12_mscsi_lkc	226	72	111	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	珪質片岩 低P/T型広域変成岩　カリ長石菫青石帯	siliceous schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1420	Tr1-32_mscsi_lkc	226	72	15	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	珪質片岩 低P/T型広域変成岩　カリ長石菫青石帯	siliceous schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1421	Pg2-N121_mscca_lkc	41	29	225	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	石灰質片岩 低P/T型広域変成岩　カリ長石菫青石帯	calcareous schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1422	K2-Pg12_mscca_lkc	42	29	225	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	石灰質片岩 低P/T型広域変成岩　カリ長石菫青石帯	calcareous schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1423	K12_mscca_lkc	81	29	225	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	石灰質片岩 低P/T型広域変成岩　カリ長石菫青石帯	calcareous schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1424	Tr1-32_mscca_lkc	43	29	225	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	石灰質片岩 低P/T型広域変成岩　カリ長石菫青石帯	calcareous schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1425	Pg2-N121_mscma_lkc	117	0	15	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	苦鉄質片岩 低P/T型広域変成岩　カリ長石菫青石帯	mafic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1426	K2-Pg12_mscma_lkc	117	0	16	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片岩 低P/T型広域変成岩　カリ長石菫青石帯	mafic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1427	K12_mscma_lkc	117	0	118	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	苦鉄質片岩 低P/T型広域変成岩　カリ長石菫青石帯	mafic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1428	Tr1-32_mscma_lkc	117	0	17	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	苦鉄質片岩 低P/T型広域変成岩　カリ長石菫青石帯	mafic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1429	Pg2-N121_mscfe_lkc	226	72	30	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	珪長質片岩 低P/T型広域変成岩　カリ長石菫青石帯	felsic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1430	K2-Pg12_mscfe_lkc	226	72	31	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪長質片岩 低P/T型広域変成岩　カリ長石菫青石帯	felsic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1431	K12_mscfe_lkc	226	72	114	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	珪長質片岩 低P/T型広域変成岩　カリ長石菫青石帯	felsic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1432	Tr1-32_mscfe_lkc	226	72	32	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	珪長質片岩 低P/T型広域変成岩　カリ長石菫青石帯	felsic schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1433	Pg2-N121_msmpe_lkc	255	86	51	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	泥質片岩・泥質グラノフェルス・泥質片麻岩・泥質ミグマタイト 低P/T型広域変成岩　カリ長石菫青石帯	"pelitic schist, granofels, gneiss & migmatite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1434	K2-Pg12_msmpe_lkc	205	102	0	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	泥質片岩・泥質グラノフェルス・泥質片麻岩・泥質ミグマタイト 低P/T型広域変成岩　カリ長石菫青石帯	"pelitic schist, granofels, gneiss & migmatite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1435	K12_msmpe_lkc	206	103	21	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	泥質片岩・泥質グラノフェルス・泥質片麻岩・泥質ミグマタイト 低P/T型広域変成岩　カリ長石菫青石帯	"pelitic schist, granofels, gneiss & migmatite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1436	Tr1-32_msmpe_lkc	173	125	0	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	泥質片岩・泥質グラノフェルス・泥質片麻岩・泥質ミグマタイト 低P/T型広域変成岩　カリ長石菫青石帯	"pelitic schist, granofels, gneiss & migmatite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1437	Pg2-N121_msmsi_lkc	226	72	43	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 低P/T型広域変成岩　カリ長石菫青石帯	"siliceous  schist, granofels, gneiss & migmatite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
