no	symbol	r	g	b	formationAge_ja	formationAge_en	group_ja	group_en	lithology_ja	lithology_en	type
1438	K2-Pg12_msmsi_lkc	226	72	44	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 低P/T型広域変成岩　カリ長石菫青石帯	"siliceous  schist, granofels, gneiss & migmatite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1439	K12_msmsi_lkc	226	72	117	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 低P/T型広域変成岩　カリ長石菫青石帯	"siliceous  schist, granofels, gneiss & migmatite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1440	Tr1-32_msmsi_lkc	226	72	45	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	珪質片岩・珪質グラノフェルス・珪質片麻岩・珪質ミグマタイト 低P/T型広域変成岩　カリ長石菫青石帯	"siliceous  schist, granofels, gneiss & migmatite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1441	Pg2-N121_msnpe_lkc	254	85	50	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	泥質片岩・泥質グラノフェルス・泥質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	"pelitic schist, granofels & gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1442	K2-Pg12_msnpe_lkc	206	103	1	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	泥質片岩・泥質グラノフェルス・泥質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	"pelitic schist, granofels & gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1443	K12_msnpe_lkc	207	104	22	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	泥質片岩・泥質グラノフェルス・泥質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	"pelitic schist, granofels & gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1444	Tr1-32_msnpe_lkc	174	126	1	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	泥質片岩・泥質グラノフェルス・泥質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	"pelitic schist, granofels & gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1445	Pg2-N121_msnca_lkc	54	29	225	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	"calcareous schist, granofels & gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1446	Pg2-N121_msnca_lkc	54	29	225	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	"calcareous schist, granofels & gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1447	K12_msnca_lkc	84	29	225	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	"calcareous schist, granofels & gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1448	Pg2-N121_msnca_lkc	54	29	225	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	"calcareous schist, granofels & gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1449	Pg2-N121_msama_lkc	117	0	32	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	苦鉄質片岩・苦鉄質グラノフェルス・角閃岩 低P/T型広域変成岩　カリ長石菫青石帯	mafic schist and granofels & amphibolite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1450	K2-Pg12_msama_lkc	117	0	33	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片岩・苦鉄質グラノフェルス・角閃岩 低P/T型広域変成岩　カリ長石菫青石帯	mafic schist and granofels & amphibolite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1451	K12_msama_lkc	117	0	121	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	苦鉄質片岩・苦鉄質グラノフェルス・角閃岩 低P/T型広域変成岩　カリ長石菫青石帯	mafic schist and granofels & amphibolite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1452	Tr1-32_msama_lkc	117	0	34	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	苦鉄質片岩・苦鉄質グラノフェルス・角閃岩 低P/T型広域変成岩　カリ長石菫青石帯	mafic schist and granofels & amphibolite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1453	Pg2-N121_msgul_lkc	122	0	160	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	超苦鉄質片麻岩・超苦鉄質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	ultramafic gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1454	K2-Pg12_msgul_lkc	123	0	160	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	超苦鉄質片麻岩・超苦鉄質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	ultramafic gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1455	K12_msgul_lkc	159	0	160	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	超苦鉄質片麻岩・超苦鉄質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	ultramafic gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1456	Tr1-32_msgul_lkc	124	0	160	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	超苦鉄質片麻岩・超苦鉄質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	ultramafic gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1457	Pg2-N121_msgca_lkc	59	29	225	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	calcareous gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1458	K2-Pg12_msgca_lkc	60	29	225	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	calcareous gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1459	K12_msgca_lkc	86	29	225	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	calcareous gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1460	Tr1-32_msgca_lkc	61	29	225	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	calcareous gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1461	Pg2-N121_msgpe_lkc	253	84	49	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	泥質片麻岩・泥質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	pelitic gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1462	K2-Pg12_msgpe_lkc	207	104	2	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	泥質片麻岩・泥質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	pelitic gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1463	K12_msgpe_lkc	208	105	23	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	泥質片麻岩・泥質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	pelitic gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1464	Tr1-32_msgpe_lkc	175	127	2	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	泥質片麻岩・泥質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	pelitic gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1465	Pg2-N121_msgma_lkc	117	0	53	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	苦鉄質片麻岩・苦鉄質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	mafic gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1466	K2-Pg12_msgma_lkc	117	0	54	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片麻岩・苦鉄質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	mafic gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1467	K12_msgma_lkc	117	0	123	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	苦鉄質片麻岩・苦鉄質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	mafic gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1468	Tr1-32_msgma_lkc	117	0	55	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	苦鉄質片麻岩・苦鉄質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯	mafic gneiss & schist Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1469	Pg2-N121_mgama_lkc	117	0	74	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩 低P/T型広域変成岩　カリ長石菫青石帯	mafic gneiss & amphibolite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1470	K2-Pg12_mgama_lkc	117	0	75	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩 低P/T型広域変成岩　カリ長石菫青石帯	mafic gneiss & amphibolite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1471	K12_mgama_lkc	117	0	125	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩 低P/T型広域変成岩　カリ長石菫青石帯	mafic gneiss & amphibolite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1472	Tr1-32_mgama_lkc	117	0	76	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩 低P/T型広域変成岩　カリ長石菫青石帯	mafic gneiss & amphibolite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1473	Pg2-N121_mmgma_lkc	117	0	95	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 低P/T型広域変成岩　カリ長石菫青石帯	"mafic gneiss, amphibolite & mafic migmatite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1474	K2-Pg12_mmgma_lkc	117	0	96	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 低P/T型広域変成岩　カリ長石菫青石帯	"mafic gneiss, amphibolite & mafic migmatite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1475	K12_mmgma_lkc	117	0	127	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 低P/T型広域変成岩　カリ長石菫青石帯	"mafic gneiss, amphibolite & mafic migmatite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1476	Tr1-32_mmgma_lkc	117	0	97	中生代 前期三畳紀～後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 低P/T型広域変成岩　カリ長石菫青石帯	"mafic gneiss, amphibolite & mafic migmatite Kfeldspar-cordierite zone of low P/T regional metamorphic rocks"	6
1477	Pg2-N121_mgnsi_lkc	226	72	64	新生代 古第三紀 始新世 ルテシアン期～新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	珪質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	siliceous gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
1478	K2-Pg12_mgnsi_lkc	226	72	65	中生代 後期白亜紀～新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	珪質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	siliceous gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks	6
